name,type,status,original_language,genres,origin_country,number_of_seasons,number_of_episodes,episode_run_time,vote_count,vote_average,popularity,first_air_date
Roba,Scripted,Returning Series,fi,Drama,FI,5,52,41,10,7.9,3.639,2012-10-01
Hasta que te conocí,Scripted,Ended,es,Drama,MX,1,16,45,10,7.7,12.019,2016-04-18
Calls,Scripted,Ended,fr,Drama,FR,3,27,10,10,6.0,3.318,2017-12-15
Born This Way,Reality,Returning Series,en,Reality,US,4,36,23,10,7.0,2.335,2015-12-08
Mina Settembre,Scripted,Returning Series,it,Drama,IT,2,24,54,10,6.25,3.411,2021-01-17
Top Shot,Reality,Ended,en,Reality,US,5,58,44,10,6.9,3.091,2010-06-06
Vlad Love,Scripted,Ended,ja,"Animation, Comedy, Sci-Fi & Fantasy",JP,1,12,24,10,5.5,6.367,2021-02-14
Dating Agency: Cyrano,Scripted,Ended,ko,Comedy,KR,1,16,50,10,6.6,3.837,2013-05-27
Larva,Scripted,Canceled,ko,"Animation, Comedy, Kids",KR,3,260,8,10,6.7,15.097,2011-03-26
Co-Ed Confidential,Scripted,Ended,en,"Drama, Comedy",US,4,52,30,10,6.2,27.637,2007-11-02
Honey Girls,Miniseries,Ended,de,Drama,DE,1,3,88,10,7.0,6.465,2017-04-23
Newton's Cradle,Scripted,Ended,ar,Drama,EG,1,30,40,10,7.636,3.646,2021-04-13
Olene Kadar,Scripted,Ended,tr,Drama,TR,1,33,120,10,6.45,13.167,2017-01-25
Hunted,Reality,Canceled,en,"Reality, Action & Adventure",US,1,7,44,10,7.4,4.082,2017-01-22
Wounded Heart,Scripted,Ended,tr,Drama,TR,1,32,120,10,7.9,24.962,2021-06-28
The Voice Kids,Reality,Returning Series,en,"Reality, Kids, Family",GB,5,35,60,10,5.9,2.673,2017-06-10
Medium Detective Hisui Jozuka,Scripted,Ended,ja,"Drama, Crime, Mystery",JP,1,5,46,10,7.7,3.221,2022-10-16
La Dernière Vague,Miniseries,Ended,fr,Drama,FR,1,6,52,10,5.75,3.762,2019-10-21
Seaside Hotel,Scripted,Returning Series,da,"Comedy, Drama",DK,9,55,50,10,8.0,30.771,2013-12-30
Arabela se vrací aneb Rumburak králem Říše pohádek,Scripted,Ended,cs,"Sci-Fi & Fantasy, Kids",CZ,1,26,30,10,7.0,6.189,1993-12-24
The Great War,Documentary,Ended,en,Documentary,GB,1,26,40,10,7.7,27.612,1964-05-30
Bake Squad,Reality,Returning Series,en,"Family, Reality",US,2,16,45,10,7.3,4.242,2021-08-11
Research Unit,Scripted,Returning Series,fr,Crime,FR,15,165,60,10,8.4,13.279,2006-05-11
Carabinieri,Scripted,Ended,it,"Crime, Comedy, Action & Adventure",IT,7,174,50,10,6.3,58.843,2002-03-12
Garavito: La bestia serial,Documentary,Ended,es,Documentary,MX,1,4,41,10,8.0,13.835,2023-10-20
Της Ελλάδος τα Παιδιά,Scripted,Ended,el,Comedy,GR,2,53,25,10,7.5,2.598,1993-09-15
Schulz Saves America,Talk Show,Ended,en,Comedy,US,1,4,17,10,6.9,1.357,2020-12-17
Sisters,Scripted,Ended,en,Drama,AU,1,7,47,10,7.8,4.25,2017-10-25
Decker,Scripted,Ended,en,Comedy,US,6,47,11,10,6.0,6.94,2014-07-17
Secret Lives,Scripted,Returning Series,fi,"Soap, Drama",FI,20,2917,30,10,5.3,96.074,1999-01-25
72 Dangerous Animals: Asia,Documentary,Ended,en,Documentary,US,1,12,50,10,5.65,4.897,2018-08-10
Tomb of the Sea,Scripted,Ended,zh,"Drama, Mystery, Action & Adventure",CN,1,53,45,10,7.9,8.489,2018-07-20
Fish Upon the Sky,Scripted,Ended,th,"Comedy, Drama",TH,1,12,45,10,6.45,6.815,2021-04-09
My Parents Are Aliens,Scripted,Ended,en,"Family, Comedy, Sci-Fi & Fantasy",GB,8,106,23,10,6.7,34.534,1999-11-08
Cute Programmer,Scripted,Ended,zh,"Comedy, Drama",CN,1,30,45,10,7.8,15.863,2021-09-10
The Book of Daniel,Scripted,Canceled,en,Drama,US,1,4,60,10,7.2,5.529,2006-01-06
My Little Baby,Scripted,Ended,ko,"Comedy, Drama, Family",KR,1,16,43,10,5.2,4.978,2016-03-05
Mr. Benn,Scripted,Ended,en,"Kids, Animation",GB,1,14,15,10,7.1,2.396,1971-02-25
The Agatha Christie Hour,Scripted,Ended,en,"Action & Adventure, Drama, Mystery",GB,1,10,60,10,7.3,7.561,1982-09-07
Meerkat Manor,Scripted,Ended,en,"Documentary, Drama","GB, US",4,52,24,10,7.6,4.435,2005-09-02
Question Time,Talk Show,Returning Series,en,"News, Talk",GB,45,1588,60,10,4.9,101.324,1979-09-25
Zondag met Lubach,Talk Show,Ended,nl,"News, Comedy",NL,13,120,30,10,7.5,4.01,2014-11-09
American Gladiators,Scripted,Ended,en,Reality,US,2,20,60,10,4.3,3.298,2008-01-06
Southern Charm,Reality,Returning Series,en,Reality,US,9,118,42,10,6.8,19.802,2014-03-03
Cheer Boys!!,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,24,10,6.45,1.772,2016-07-05
My Clueless First Friend,Scripted,Ended,ja,"Animation, Comedy, Drama",JP,1,13,24,10,6.5,13.23,2023-04-09
Candle in the Tomb: Kunlun Tomb,Scripted,Ended,zh,Action & Adventure,CN,1,16,34,10,6.9,6.701,2022-09-20
Ex-Arm,Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Crime",JP,1,12,24,10,3.7,7.771,2021-01-11
"Lee San, Wind in the Palace",Scripted,Ended,ko,Drama,KR,1,77,55,10,7.5,138.478,2007-09-17
Engine Sentai Go-onger,Scripted,Ended,ja,"Comedy, Sci-Fi & Fantasy, Action & Adventure",JP,1,50,30,10,7.7,12.053,2008-02-17
Love Me,Scripted,Returning Series,en,Drama,AU,2,12,43,10,7.2,28.107,2021-12-26
Happyland,Scripted,Canceled,en,"Drama, Comedy",US,1,8,30,10,4.8,6.797,2014-09-30
Dafne and the Rest,Scripted,Ended,es,"Comedy, Drama",ES,1,8,30,10,5.2,4.105,2021-10-26
Extreme Dinosaurs,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Action & Adventure",US,1,52,22,10,6.5,8.74,1997-09-01
Tears on Fire,Scripted,Ended,zh,"Drama, Action & Adventure",TW,1,10,50,10,9.3,5.127,2021-05-01
¡Rob!,Scripted,Ended,en,Comedy,US,1,8,22,10,5.2,1.868,2012-01-12
Back to 1989,Scripted,Ended,zh,"Sci-Fi & Fantasy, Drama, Family",TW,1,34,45,10,8.0,2.982,2016-01-22
The Grammy Awards,Scripted,Returning Series,en,"Reality, Talk",US,61,61,180,10,8.3,0.924,1959-11-29
Tash ma Tash,Scripted,Ended,ar,"Comedy, Drama",SA,19,426,35,10,8.2,3.133,1993-02-22
Full Sail,Scripted,Ended,ro,Action & Adventure,RO,1,12,50,10,9.2,1.641,1977-03-01
Antiques Roadshow,Scripted,Returning Series,en,"Documentary, Family",GB,46,881,58,10,5.7,96.204,1979-02-18
Apnea,Miniseries,Ended,fr,"Sci-Fi & Fantasy, Mystery, Drama, Crime",FR,1,6,45,10,6.0,1.676,2020-01-09
Cubix: Robots for Everyone,Scripted,Ended,en,"Action & Adventure, Animation",US,2,26,30,10,4.8,1.937,2001-08-11
The Red Skelton Show,Scripted,Ended,en,"Comedy, Talk, Family",US,20,670,60,10,7.8,346.175,1951-09-30
iDOLM@STER Xenoglossia,Scripted,Ended,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",JP,1,26,25,10,5.6,10.369,2007-04-02
Tiny House Nation,Reality,Canceled,en,Reality,US,5,92,42,10,6.8,11.569,2014-07-09
Katsugeki: Touken Ranbu,Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",JP,1,13,24,10,8.4,8.751,2017-07-02
Testimony of N,Scripted,Ended,ja,"Drama, Mystery",JP,1,10,54,10,8.3,2.649,2014-10-17
"If My Favorite Pop Idol Made It to the Budokan, I Would Die",Miniseries,Ended,ja,"Animation, Comedy",JP,1,12,24,10,8.3,5.945,2020-01-09
Jim Henson's Creature Shop Challenge,Reality,Canceled,en,Reality,US,1,8,60,10,8.6,1.442,2014-03-25
100 Love Scenes,Scripted,Ended,ja,Drama,JP,1,3,21,10,6.9,1.468,2008-03-01
Club de Cuervos Presents: The Ballad of Hugo Sánchez,Miniseries,Ended,es,Comedy,MX,1,6,30,10,7.15,4.344,2018-06-17
Arne Dahl,Scripted,Ended,sv,"Mystery, Crime",SE,2,20,58,10,6.2,14.346,2011-12-27
Devilish Joy,Scripted,Ended,ko,"Comedy, Drama, Sci-Fi & Fantasy",KR,1,16,60,10,7.2,6.165,2018-09-05
Life,Scripted,Ended,ja,Drama,JP,1,11,45,10,7.5,3.003,2007-06-30
Gülperi,Video,Canceled,tr,Drama,TR,1,75,140,10,5.5,27.537,2018-09-14
Superman,Scripted,Ended,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",US,1,26,30,10,6.0,15.888,1988-09-17
Her Story,Miniseries,Ended,en,Drama,US,1,6,50,10,5.3,2.244,2016-01-19
UFO Hunters,Scripted,Ended,en,Documentary,US,3,39,42,10,6.0,1.623,2008-01-30
Lovebird,Scripted,Ended,tr,"Family, Drama, Romance",TR,1,30,100,10,7.8,10.549,2013-09-24
Grand Prince,Scripted,Ended,ko,Drama,KR,1,20,60,10,5.1,4.652,2018-03-03
Dwight in Shining Armor,Scripted,Ended,en,"Action & Adventure, Family, Comedy, Sci-Fi & Fantasy",US,5,50,24,10,7.6,8.551,2019-03-18
Snowflake Mountain,Reality,Canceled,en,Reality,GB,1,8,40,10,6.0,1.34,2022-06-22
Medal of the Republic,Scripted,Ended,zh,"Drama, Documentary",CN,1,48,46,10,7.3,5.365,2021-09-26
Euronews Hoy,News,Returning Series,es,News,"ES, FR",5,647,30,10,4.8,531.811,2019-01-28
Further Tales of the City,Miniseries,Ended,en,"Comedy, Drama, Mystery",US,1,4,45,10,6.3,4.044,2001-05-06
Haunted Highway,Scripted,Ended,en,"Documentary, Mystery",US,2,12,60,10,6.6,1.693,2012-07-03
That's My Jam,Scripted,Returning Series,en,Reality,US,2,17,59,10,7.6,8.021,2021-11-29
Aashram,Scripted,Returning Series,hi,"Drama, Crime",IN,3,28,53,10,5.4,11.611,2020-08-28
"King of Baking, Kim Tak Goo",Scripted,Ended,ko,Drama,KR,1,30,60,10,7.9,7.404,2010-06-09
Catch and Kill: The Podcast Tapes,Documentary,Ended,en,Documentary,US,1,6,30,10,6.4,2.481,2021-07-12
Switch Girl!!,Scripted,Ended,ja,Comedy,JP,2,16,30,10,6.5,4.584,2011-12-24
Duel Masters,Scripted,Returning Series,ja,"Action & Adventure, Animation, Comedy",JP,20,885,24,10,6.2,64.89,2002-10-21
Bobcat Goldthwait's Misfits & Monsters,Scripted,Ended,en,"Comedy, Sci-Fi & Fantasy",US,1,8,22,10,5.45,2.926,2018-07-11
Sea of Hope,Scripted,Canceled,ko,"Reality, Talk",KR,1,12,90,10,8.2,5.647,2021-06-29
Fractale,Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",JP,1,11,22,10,6.2,13.345,2011-01-14
Hidden,Miniseries,Ended,en,"Crime, Drama",GB,1,4,57,10,6.8,2.463,2011-10-06
RuPaul's Drag Race: Vegas Revue,Reality,Returning Series,en,Reality,US,1,6,42,10,7.0,1.172,2020-08-21
The Bobby Brown Story,Miniseries,Ended,en,Drama,US,1,2,120,10,7.5,3.188,2018-09-04
Perfect Match,Reality,Returning Series,en,Reality,US,2,12,65,10,6.4,4.402,2023-02-14
Kyonyuu Elf Oyako Saimin,Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",JP,1,2,16,10,9.6,0.0,2022-01-01
"Fresh, Fried & Crispy",Documentary,Returning Series,en,Documentary,US,1,8,25,10,7.5,2.762,2021-06-09
American Chopper: Senior vs Junior,Reality,Canceled,en,Reality,US,4,63,60,10,7.1,17.729,2010-08-12
Takin' Over the Asylum,Miniseries,Ended,en,"Comedy, Drama",GB,1,6,50,10,7.9,4.442,1994-09-27
Funeral for a Dog,Miniseries,Ended,de,"Mystery, Drama",DE,1,8,45,10,6.3,7.054,2022-03-17
Kizazi Moto: Generation Fire,Scripted,Returning Series,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",US,1,10,10,10,7.2,10.939,2023-07-05
Haireta mou ton Platano,Scripted,Returning Series,el,Comedy,GR,3,510,45,10,6.1,7.027,2020-10-12
ISHIKO and HANEO: You're Suing Me?,Scripted,Ended,ja,Drama,JP,1,10,60,10,7.3,6.004,2022-07-15
Romeo × Juliet,Scripted,Ended,ja,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",JP,1,24,25,10,6.4,5.431,2007-04-04
Draw The Line,Scripted,Ended,zh,Drama,CN,1,40,45,10,5.6,8.648,2022-09-19
The White Shadow,Scripted,Ended,en,Drama,US,3,54,60,10,6.85,48.884,1978-11-27
Metal Shop Masters,Reality,Canceled,en,Reality,US,1,6,35,10,6.1,4.082,2021-09-10
The Circle,Reality,Returning Series,en,Reality,GB,4,62,50,10,7.9,9.654,2018-09-18
Yakitate!! Japan,Scripted,Ended,ja,"Animation, Comedy",JP,1,69,25,10,7.4,17.224,2004-10-12
Promised Land,Scripted,Canceled,en,Drama,US,1,10,43,10,5.7,6.198,2022-01-24
The Sonny & Cher Comedy Hour,Scripted,Ended,en,Comedy,US,4,90,60,10,5.7,63.905,1971-08-01
FM,Scripted,Ended,en,Comedy,GB,1,6,22,10,6.5,2.827,2009-02-25
Grand Designs Australia,Documentary,Ended,en,Documentary,AU,10,108,50,10,6.7,6.643,2010-10-21
Nintama Rantarō,Scripted,Returning Series,ja,"Comedy, Action & Adventure",JP,25,1673,30,10,6.1,84.286,1993-04-10
"Love, Election, & Chocolate",Scripted,Ended,ja,"Animation, Drama",JP,1,12,25,10,6.55,6.479,2012-07-06
Maid Marian and Her Merry Men,Scripted,Ended,en,"Comedy, Family",GB,4,25,25,10,6.2,4.577,1989-11-16
Kenkou Zenrakei Suieibu Umishou,Scripted,Ended,ja,"Animation, Comedy",JP,1,13,25,10,6.2,5.056,2007-07-04
Saturday Night Live Weekend Update Thursday,News,Ended,en,"News, Comedy",US,4,12,30,10,6.2,3.72,2008-10-09
Flipper and Lopaka,Scripted,Ended,en,"Animation, Action & Adventure, Family",AU,3,53,25,10,6.2,12.046,1999-10-02
Peg + Cat,Scripted,Ended,en,"Kids, Animation",US,2,125,30,10,7.0,57.429,2013-10-07
Xuan-Yuan Sword: Han Cloud,Scripted,Ended,zh,Drama,CN,1,58,45,10,4.9,6.381,2017-08-14
Dateline: Secrets Uncovered,Documentary,Returning Series,en,"Crime, Documentary",US,11,295,43,10,8.4,64.721,2017-07-21
Ghost Hunters,Documentary,Ended,en,Reality,US,2,20,43,10,9.1,2.055,2019-08-21
My Little Happiness,Scripted,Ended,zh,"Comedy, Drama",CN,1,28,45,10,7.0,7.942,2021-01-13
Citizen Smith,Scripted,Ended,en,Comedy,GB,4,28,30,10,6.2,4.769,1977-04-12
The Starry Love,Scripted,Ended,zh,"Drama, Sci-Fi & Fantasy",CN,1,40,44,10,7.1,6.828,2023-02-16
Where in the World Is Carmen Sandiego?,Scripted,Ended,en,Family,US,5,67,30,10,7.6,55.385,1991-09-30
Less than Evil,Scripted,Ended,ko,"Drama, Crime, Mystery, Action & Adventure",KR,1,32,35,10,7.1,5.421,2018-12-03
Pensacola: Wings of Gold,Scripted,Ended,en,"Action & Adventure, Drama",US,3,66,60,10,6.1,56.398,1997-09-15
Samson and Delilah,Scripted,Ended,pt,"Drama, Action & Adventure",BR,1,18,50,10,6.4,5.88,2011-01-04
White Cat Legend,Scripted,Returning Series,zh,"Animation, Action & Adventure, Comedy",CN,2,24,21,10,8.4,5.736,2020-04-10
Agatha Christie's Partners in Crime,Scripted,Ended,en,"Mystery, Comedy, Drama",GB,1,11,45,10,6.6,6.976,1983-10-09
Bibi & Tina,Scripted,Returning Series,de,"Family, Kids, Action & Adventure",DE,1,10,25,10,6.3,4.399,2020-04-03
The Informant,Scripted,Returning Series,hu,Drama,HU,1,8,44,10,6.85,5.582,2022-04-01
Kimba the White Lion,Scripted,Ended,ja,"Animation, Drama",JP,2,78,20,10,6.2,15.565,1965-10-06
The Walk-In,Miniseries,Ended,en,"Drama, Crime",GB,1,5,46,10,6.8,4.926,2022-10-03
Brotherly Love,Scripted,Ended,en,"Comedy, Family",US,2,40,22,10,6.9,9.954,1995-09-16
Lucifer and the Biscuit Hammer,Scripted,Ended,ja,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",JP,1,24,24,10,5.9,11.789,2022-07-09
Growing Up Chrisley,Scripted,Ended,en,Reality,,4,30,25,10,7.3,1.48,2019-04-02
A Town Where You Live,Scripted,Ended,ja,"Animation, Drama",JP,1,12,20,10,6.8,2.743,2013-07-13
Curiosity,Scripted,Canceled,en,Documentary,US,2,31,45,10,7.5,10.646,2011-08-07
Boate Kiss: A Tragédia de Santa Maria,Miniseries,Ended,pt,Documentary,BR,1,5,60,10,7.7,0.924,2023-01-27
Newlyweds: Nick and Jessica,Reality,Ended,en,Reality,US,3,41,23,10,6.7,5.47,2003-08-19
Big Brother 7/7,Reality,Returning Series,fr,Reality,CA,3,266,46,10,4.0,40.377,2021-01-11
The King in Love,Scripted,Ended,ko,Drama,KR,1,40,30,10,5.3,10.089,2017-07-17
Made in Italy,Scripted,Returning Series,it,Comedy,IT,1,8,50,10,6.8,3.58,2019-09-04
"Мне плевать, кто вы",Scripted,Returning Series,ru,"Comedy, Drama",RU,1,15,25,10,9.1,1.822,2022-01-10
Cherif,Scripted,Ended,fr,Crime,FR,6,60,52,10,8.2,25.981,2013-10-25
George Shrinks,Scripted,Ended,en,"Family, Animation","CA, US",3,67,30,10,6.4,2.755,2000-09-30
Painting With John,Documentary,Canceled,en,"Documentary, Comedy",US,3,18,21,10,7.6,2.703,2021-01-22
Stand Up!!,Scripted,Ended,ja,"Drama, Comedy",JP,1,11,45,10,7.1,4.832,2003-07-04
Love Flops,Scripted,Ended,ja,"Animation, Comedy, Sci-Fi & Fantasy",JP,1,12,24,10,7.2,12.722,2022-10-12
Final Fantasy: Unlimited,Scripted,Ended,ja,"Animation, Action & Adventure",JP,1,25,30,10,7.0,48.544,2001-10-02
My Unfamiliar Family,Scripted,Ended,ko,Drama,KR,1,16,70,10,6.7,5.185,2020-06-01
Hitmen,Scripted,Ended,en,"Comedy, Action & Adventure, Crime",GB,2,12,23,10,5.8,1.815,2020-03-25
Knight of Erin,Video,Ended,ja,Animation,JP,1,4,20,10,9.0,0.0,2020-10-30
Life by Ella,Scripted,Returning Series,en,"Family, Drama, Comedy",US,1,10,30,10,7.0,5.009,2022-09-01
Spooks: Code 9,Video,Ended,en,"Drama, Mystery","GB, US",1,6,50,10,5.3,2.067,2008-08-10
The Prince,Scripted,Ended,ar,"Drama, Crime",EG,1,30,45,10,6.5,2.927,2020-04-24
"Shachibato! President, It's Time for Battle!",Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",JP,1,12,24,10,5.9,7.369,2020-04-05
Iron Chef: Quest for an Iron Legend,Reality,Returning Series,en,Reality,US,1,8,47,10,6.6,3.381,2022-06-15
Lascars,Scripted,Returning Series,fr,"Animation, Comedy",FR,2,60,1,10,7.3,19.429,1998-06-21
American Greed,Documentary,Returning Series,en,"Documentary, Crime",US,16,228,43,10,8.2,27.838,2007-06-21
Go Princess Go,Scripted,Ended,zh,"Comedy, Romance",CN,1,37,49,10,7.5,4.75,2015-12-13
Early Swallows,Scripted,Returning Series,uk,Drama,UA,2,16,40,10,7.75,16.435,2019-11-19
Brødrene Dal og legenden om Atlant-is,Miniseries,Ended,no,"Action & Adventure, Comedy, Drama",NO,1,12,21,10,7.9,2.128,1994-09-24
Vermin,Scripted,Ended,fr,"Animation, Comedy",FR,1,10,10,10,6.6,2.409,2018-04-09
Let Me Be Your Knight,Scripted,Ended,ko,"Drama, Comedy",KR,1,12,70,10,6.8,5.213,2021-11-07
"Inch High, Private Eye",Scripted,Ended,en,"Animation, Kids",US,2,14,30,10,6.6,4.089,1973-09-08
Nestor Burma,Scripted,Ended,fr,"Drama, Mystery, Crime, Comedy",FR,8,39,85,10,6.6,10.627,1991-09-29
ShakespeaRe-Told,Scripted,Ended,en,Drama,GB,1,4,90,10,7.9,5.247,2005-11-07
På spåret,Talk Show,Returning Series,sv,Family,SE,33,355,60,10,7.1,12.78,1987-09-05
Warped!,Scripted,Canceled,en,"Kids, Comedy, Family",US,1,13,23,10,7.0,4.18,2022-01-20
Lizard Lick Towing,Scripted,Ended,en,Reality,US,5,99,30,10,8.1,2.459,2011-02-07
Love Thy Neighbour,Scripted,Ended,en,Comedy,GB,8,53,30,10,8.2,3.83,1972-04-13
The Bridge,Scripted,Ended,en,"Drama, Action & Adventure",CA,1,13,60,10,5.85,3.523,2010-03-05
Benjamin Franklin,Miniseries,Ended,en,Documentary,US,1,2,116,10,7.6,2.399,2022-04-04
A Dark Rabbit has Seven Lives,Scripted,Ended,ja,"Sci-Fi & Fantasy, Animation, Comedy",JP,1,12,25,10,5.5,9.913,2011-07-09
Tale of Arang,Scripted,Ended,ko,Sci-Fi & Fantasy,KR,1,20,65,10,7.8,7.091,2012-08-15
Cheating Craft,Scripted,Ended,ja,"Action & Adventure, Animation, Comedy, Drama",JP,1,12,12,10,5.1,5.816,2016-10-05
Venga Juan,Miniseries,Ended,es,Comedy,ES,1,8,30,10,7.55,2.904,2021-11-28
High School King of Savvy,Scripted,Ended,ko,"Comedy, Romance, Drama",KR,1,17,70,10,7.3,5.079,2014-06-16
Murder Comes To Town,Documentary,Canceled,en,"Crime, Documentary",US,5,46,60,10,8.0,3.251,2014-01-13
Detective Anna,Scripted,Returning Series,ru,"Mystery, Drama, Crime",RU,2,96,48,10,7.8,4.894,2016-11-07
The Stables of Erieta Zaimi,Scripted,Ended,el,Comedy,GR,2,36,50,10,6.5,4.705,2002-10-28
Merciless,Scripted,Ended,pt,"Crime, Drama",BR,1,13,50,10,7.0,3.013,2014-09-19
Greatness Code,Documentary,Returning Series,en,Documentary,US,2,13,10,10,6.6,5.503,2020-07-09
The Eternal Love,Scripted,Ended,zh,Comedy,CN,3,84,45,10,6.0,7.238,2017-07-10
Cooper's Treasure,Documentary,Returning Series,en,Documentary,US,2,14,60,10,7.4,1.487,2017-04-18
A Viagem,Scripted,Ended,pt,"Soap, Drama",BR,1,167,38,10,8.25,48.046,1994-04-11
The Moodys,Scripted,Canceled,en,"Comedy, Drama",US,2,14,30,10,5.7,4.554,2019-12-04
Hype House,Reality,Returning Series,en,Reality,US,1,8,25,10,4.8,2.335,2022-01-07
Les Kassos,Scripted,Returning Series,fr,"Comedy, Animation",FR,7,113,2,10,7.95,9.798,2013-05-12
009-1,Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, War & Politics, Drama",JP,1,12,30,10,6.4,9.761,2006-10-06
Undercurrent: The Disappearance of Kim Wall,Miniseries,Ended,en,Documentary,US,1,2,61,10,7.4,2.248,2022-03-08
The Sparticle Mystery,Scripted,Ended,en,"Sci-Fi & Fantasy, Action & Adventure",GB,3,36,28,10,7.8,2.722,2011-02-14
One Mic Stand,Scripted,Returning Series,en,"Comedy, Reality",IN,2,10,40,10,5.5,2.376,2019-11-14
Make It Right The Series,Scripted,Ended,th,"Comedy, Drama",TH,2,26,45,10,6.1,2.641,2016-05-15
Gordon Ramsay's Ultimate Cookery Course,Scripted,Ended,en,Reality,,1,20,24,10,8.2,13.136,2012-09-10
CBS News Sunday Morning,News,Returning Series,en,News,US,45,1462,60,10,7.0,568.728,1979-01-28
Code:Realize,Scripted,Ended,ja,"Drama, Animation, Sci-Fi & Fantasy",JP,1,12,25,10,5.9,6.537,2017-10-07
Man in Room 301,Miniseries,Ended,fi,"Drama, Mystery",FI,1,6,45,10,5.5,5.089,2019-12-19
My Love Eun Dong,Scripted,Ended,ko,"Drama, Romance",KR,1,16,60,10,6.35,4.701,2015-05-29
B-Robo Kabutack,Scripted,Ended,ja,"Comedy, Action & Adventure, Kids, Sci-Fi & Fantasy",JP,1,52,25,10,7.3,3.152,1997-02-23
Stephen,Scripted,Ended,en,Drama,GB,1,3,45,10,6.7,6.352,2021-08-30
The Smoking Room,Scripted,Ended,en,Comedy,GB,2,16,30,10,8.3,2.575,2004-06-29
Siyah İnci,Scripted,Ended,tr,Drama,TR,1,20,120,10,6.2,26.107,2017-09-28
Tsuyokiss,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,30,10,8.4,8.532,2006-07-02
Mother Is Wrong,Miniseries,Ended,fr,Drama,FR,1,6,52,10,6.85,2.701,2018-05-23
Flower Crew: Joseon Marriage Agency,Scripted,Ended,ko,"Comedy, Drama",KR,1,16,70,10,7.0,8.125,2019-09-16
Moebius Project 2012: The Veil,Miniseries,Ended,ko,"Mystery, Action & Adventure",KR,1,2,54,10,7.5,4.409,2021-10-29
Joe 90,Scripted,Ended,en,Action & Adventure,GB,1,30,25,10,7.3,6.508,1968-09-29
"Cheat On Me, If You Can",Scripted,Ended,ko,"Comedy, Mystery",KR,1,16,61,10,7.1,5.246,2020-12-02
True Love,Scripted,Ended,en,Drama,GB,1,5,25,10,6.6,5.219,2012-06-17
Thus Spoke Kishibe Rohan,Miniseries,Ended,ja,Mystery,JP,1,8,49,10,8.1,5.499,2020-12-28
The Witnesses,Miniseries,Ended,de,Drama,DE,1,8,25,10,6.0,4.207,2021-03-25
Ouroboros,Scripted,Ended,ja,"Mystery, Drama, Crime",JP,1,10,55,10,7.9,3.805,2015-01-16
ēlDLIVE,Scripted,Ended,ja,"Animation, Sci-Fi & Fantasy",JP,1,12,25,10,5.2,2.891,2017-01-08
Winter,Scripted,Ended,en,Drama,AU,1,6,42,10,6.8,3.579,2015-02-04
Tales,Scripted,Returning Series,en,Drama,US,3,28,40,10,6.8,7.254,2017-06-27
The Queen's Classroom,Scripted,Ended,ja,Drama,JP,1,11,54,10,7.636,14.778,2005-07-02
07 zgłoś się,Scripted,Ended,pl,"Drama, Crime",PL,5,21,60,10,7.0,4.861,1976-11-25
Cilla,Miniseries,Ended,en,Drama,GB,1,3,60,10,7.1,2.265,2014-09-15
Quiz Me Quick,Scripted,Ended,nl,"Drama, Comedy",BE,1,10,45,10,8.7,1.606,2012-04-29
Nyanko Days,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,2,10,6.4,4.509,2017-01-08
Against the Wall,Scripted,Ended,en,"Drama, Crime",CA,1,13,43,10,7.1,7.913,2011-07-31
Ultra Q,Scripted,Ended,ja,"Sci-Fi & Fantasy, Mystery, Drama",JP,1,28,25,10,8.4,7.088,1966-01-02
Ask the Storybots,Scripted,Returning Series,en,"Kids, Animation",US,4,22,22,10,7.4,12.261,2016-08-12
How to Get Rich,Documentary,Returning Series,en,Documentary,US,1,8,40,10,5.4,6.493,2023-04-18
House of Fools,Scripted,Ended,en,Comedy,GB,2,12,30,10,7.2,4.362,2014-01-14
Lost Tapes,Scripted,Ended,en,"Mystery, Sci-Fi & Fantasy",US,3,34,22,10,6.4,3.016,2008-10-30
Good Bones,Reality,Returning Series,en,Reality,US,8,102,43,10,8.7,39.343,2015-05-04
Historical Roasts,Reality,Returning Series,en,Comedy,US,1,6,29,10,4.8,4.834,2019-05-27
Bloods,Scripted,Ended,en,Comedy,GB,2,16,22,10,6.9,10.286,2021-05-05
Insoupçonnable,Scripted,Returning Series,fr,Drama,FR,1,10,52,10,6.8,3.426,2018-08-31
Natsuyuki Rendezvous,Scripted,Ended,ja,"Animation, Drama, Mystery",JP,1,11,24,10,6.4,3.651,2012-07-06
